model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
Yaris,2018,Manual,13996,Petrol,150,58.9,1.5,10190
Yaris,2017,Manual,29456,Petrol,150,56.5,1.5,9490
Yaris,2018,Manual,9446,Hybrid,140,67.3,1.5,12890
Yaris,2018,Manual,22421,Petrol,145,47.1,1.5,10995
Yaris,2016,Manual,23965,Petrol,30,55.0,1.3,9295
Yaris,2018,Manual,17196,Petrol,145,58.9,1.5,10495
Yaris,2017,Manual,24114,Petrol,30,55.0,1.3,9795
Yaris,2016,Automatic,39133,Hybrid,0,86.0,1.5,10995
Yaris,2016,Manual,14875,Petrol,30,55.0,1.3,8680
Yaris,2018,Manual,14001,Petrol,145,58.9,1.5,11195
Yaris,2016,Automatic,19114,Hybrid,0,78.5,1.5,13295
Yaris,2016,Automatic,41193,Hybrid,0,86.0,1.5,9995
Yaris,2018,Manual,12714,Petrol,145,65.7,1.0,9680
Yaris,2018,Automatic,17303,Hybrid,140,76.3,1.5,12990
Yaris,2017,Manual,17447,Petrol,30,58.0,1.3,9695
Yaris,2018,Manual,16447,Petrol,150,47.1,1.5,10995
Yaris,2017,Manual,24117,Petrol,30,55.0,1.3,9995
Yaris,2018,Manual,12010,Petrol,145,47.1,1.5,12295
Yaris,2019,Manual,2119,Petrol,145,47.9,1.5,14995
Yaris,2017,Automatic,2441,Hybrid,135,67.3,1.5,14295
Yaris,2017,Automatic,7292,Hybrid,0,86.0,1.5,12995
Yaris,2018,Manual,13114,Petrol,145,58.9,1.5,9995
Yaris,2018,Manual,25414,Petrol,145,58.9,1.5,9995
Yaris,2018,Automatic,9114,Hybrid,135,76.3,1.5,13995
Yaris,2016,Manual,31881,Petrol,30,55.0,1.3,9995
Yaris,2018,Manual,28445,Petrol,145,65.7,1.0,9295
Yaris,2017,Automatic,3187,Petrol,30,58.0,1.3,11295
Yaris,2017,Manual,17356,Petrol,30,58.0,1.3,9495
Yaris,2016,Manual,48117,Petrol,30,55.0,1.3,8295
Yaris,2017,Automatic,32994,Petrol,30,55.0,1.3,10395
Yaris,2018,Automatic,2080,Hybrid,135,76.3,1.5,14095
Yaris,2017,Manual,9397,Petrol,30,58.0,1.3,9595
Yaris,2017,Manual,10525,Petrol,145,58.9,1.5,10295
Yaris,2017,Manual,15699,Petrol,30,58.0,1.3,9195
Yaris,2015,Automatic,76517,Hybrid,0,78.0,1.5,8225
Yaris,2017,Manual,22247,Petrol,145,58.9,1.5,9795
Yaris,2017,Manual,8044,Petrol,150,56.5,1.5,10595
Yaris,2017,Automatic,41558,Petrol,145,60.1,1.5,10095
Yaris,2019,Manual,5,Petrol,145,47.9,1.5,11995
Yaris,2019,Manual,2340,Petrol,145,47.9,1.5,11998
Yaris,2016,Manual,25441,Petrol,30,55.0,1.3,9795
Yaris,2018,Manual,26468,Petrol,145,58.9,1.5,9295
Yaris,2015,Automatic,32883,Hybrid,0,78.0,1.5,10295
Yaris,2019,Automatic,5942,Petrol,145,47.9,1.5,13795
Yaris,2017,Automatic,25354,Hybrid,0,78.0,1.5,12998
Yaris,2018,Manual,32315,Petrol,145,58.9,1.5,9498
Yaris,2015,Manual,13003,Petrol,30,58.0,1.3,8498
Yaris,2019,Manual,9911,Petrol,145,47.9,1.5,11998
Yaris,2017,Manual,36342,Petrol,150,58.9,1.5,8495
Yaris,2017,Manual,45500,Petrol,150,58.9,1.5,8795
Yaris,2017,Manual,25108,Petrol,30,58.0,1.3,8695
Yaris,2019,Automatic,9133,Petrol,145,47.9,1.5,12498
Yaris,2017,Automatic,18803,Hybrid,0,86.0,1.5,12498
Yaris,2018,Manual,5771,Petrol,145,47.1,1.5,11799
Yaris,2018,Manual,10294,Petrol,145,58.9,1.5,10998
Yaris,2017,Manual,32887,Petrol,145,65.7,1.0,8795
Yaris,2017,Automatic,10114,Hybrid,135,76.3,1.5,13195
Yaris,2019,Manual,8355,Petrol,145,47.9,1.5,11998
Yaris,2019,Manual,8029,Petrol,145,47.9,1.5,11998
Yaris,2015,Automatic,21689,Hybrid,0,78.0,1.5,10498
Yaris,2017,Manual,63978,Petrol,150,56.5,1.5,7998
Yaris,2016,Automatic,32956,Hybrid,0,86.0,1.5,10590
Yaris,2016,Automatic,16604,Hybrid,0,78.0,1.5,12795
Yaris,2015,Automatic,50714,Hybrid,0,78.0,1.5,9998
Yaris,2019,Manual,150,Petrol,145,47.9,1.5,13495
Yaris,2019,Manual,8600,Petrol,145,47.9,1.5,12995
Yaris,2019,Manual,7000,Petrol,145,47.9,1.5,12995
Yaris,2019,Manual,12000,Petrol,145,47.9,1.5,12995
Yaris,2019,Manual,8951,Petrol,145,47.9,1.5,12995
Yaris,2019,Manual,12568,Petrol,145,47.9,1.5,11995
Yaris,2019,Manual,7500,Petrol,145,47.9,1.5,11995
Yaris,2017,Manual,11500,Petrol,30,58.0,1.3,9995
Yaris,2018,Manual,7538,Petrol,145,58.9,1.5,11995
Yaris,2019,Manual,4500,Petrol,145,47.9,1.5,16495
Yaris,2017,Manual,3800,Petrol,145,66.0,1.0,9995
Yaris,2020,Manual,25,Petrol,150,47.9,1.5,14495
Yaris,2019,Manual,25,Petrol,150,47.9,1.5,13895
Yaris,2018,Manual,12689,Petrol,145,47.1,1.5,11295
Yaris,2019,Manual,4344,Petrol,145,47.9,1.5,12495
Yaris,2019,Manual,3816,Petrol,145,47.9,1.5,12995
Yaris,2015,Automatic,19987,Hybrid,0,78.0,1.5,11995
Yaris,2019,Manual,8559,Petrol,145,47.9,1.5,11595
Yaris,2020,Manual,25,Petrol,150,47.9,1.5,14769
Yaris,2020,Automatic,1133,Petrol,150,47.9,1.5,18908
Yaris,2019,Manual,11849,Petrol,145,47.9,1.5,11895
Yaris,2017,Automatic,49682,Hybrid,0,78.0,1.5,11495
Yaris,2014,Manual,70020,Petrol,125,52.3,1.3,5390
Yaris,2016,Automatic,27490,Hybrid,0,86.0,1.5,11695
Yaris,2019,Automatic,6173,Hybrid,135,76.3,1.5,14995
Yaris,2018,Automatic,10099,Hybrid,135,76.3,1.5,14995
Yaris,2017,Manual,22414,Petrol,30,58.0,1.3,9495
Yaris,2017,Manual,28904,Petrol,30,58.0,1.3,8995
Yaris,2019,Manual,1971,Petrol,150,47.9,1.5,13495
Yaris,2017,Manual,22627,Petrol,30,58.0,1.3,9295
Yaris,2018,Automatic,9078,Hybrid,140,76.3,1.5,14795
Yaris,2018,Manual,7513,Petrol,150,47.1,1.5,11295
Yaris,2017,Automatic,17250,Petrol,150,60.1,1.5,12495
Yaris,2015,Manual,22362,Petrol,30,55.0,1.3,8495
Yaris,2015,Manual,36405,Petrol,30,58.0,1.3,6599
Yaris,2019,Manual,11596,Petrol,145,47.9,1.5,12495
Yaris,2015,Manual,36076,Petrol,0,66.0,1.0,7495
Yaris,2017,Automatic,51032,Petrol,30,58.0,1.3,8995
Yaris,2015,Automatic,19000,Hybrid,0,78.0,1.5,10995
Yaris,2018,Manual,17532,Petrol,145,56.5,1.5,9995
Yaris,2017,Automatic,23663,Hybrid,0,86.0,1.5,11998
Yaris,2016,Automatic,26920,Hybrid,0,86.0,1.5,11998
Yaris,2017,Manual,20511,Petrol,145,56.5,1.5,10195
Yaris,2017,Automatic,5100,Petrol,145,60.1,1.5,11899
Yaris,2019,Manual,3491,Petrol,145,47.9,1.5,12995
Yaris,2017,Automatic,25418,Petrol,145,60.1,1.5,10360
Yaris,2014,Semi-Auto,22695,Petrol,30,55.4,1.3,8990
Yaris,2014,Semi-Auto,17930,Petrol,30,55.4,1.3,8990
Yaris,2015,Automatic,23628,Hybrid,0,78.0,1.5,11290
Yaris,2018,Automatic,9835,Hybrid,135,76.3,1.5,13260
Yaris,2017,Automatic,17954,Hybrid,135,76.3,1.5,11991
Yaris,2016,Manual,19615,Petrol,30,55.0,1.3,9591
Yaris,2017,Manual,15603,Petrol,150,58.9,1.5,9500
Yaris,2016,Manual,33101,Petrol,30,58.0,1.3,7800
Yaris,2016,Automatic,22000,Hybrid,0,86.0,1.5,11495
Yaris,2019,Manual,9900,Petrol,150,49.6,1.0,9999
Yaris,2017,Automatic,19588,Hybrid,140,76.3,1.5,11999
Yaris,2018,Manual,16806,Petrol,150,58.9,1.5,9900
Yaris,2020,Automatic,2,Petrol,150,47.9,1.5,14990
Yaris,2019,Automatic,981,Petrol,150,47.9,1.5,17000
Yaris,2019,Automatic,10582,Hybrid,140,76.3,1.5,14275
Yaris,2020,Automatic,10,Petrol,150,47.9,1.5,14990
Yaris,2017,Manual,31413,Petrol,145,58.9,1.5,9600
Yaris,2018,Manual,25000,Petrol,145,47.1,1.5,11495
Yaris,2016,Automatic,35562,Petrol,30,55.0,1.3,8990
Yaris,2014,Manual,39206,Petrol,30,58.0,1.3,6540
Yaris,2015,Automatic,26710,Hybrid,0,86.0,1.5,9880
Yaris,2017,Manual,15300,Petrol,145,58.9,1.5,9695
Yaris,2016,Manual,40706,Petrol,30,58.0,1.3,6999
Yaris,2017,Manual,22549,Petrol,145,58.9,1.5,9500
Yaris,2018,Manual,19527,Petrol,145,58.9,1.5,9960
Yaris,2019,Manual,3456,Petrol,145,47.9,1.5,13500
Yaris,2018,Manual,13524,Petrol,145,47.1,1.5,9765
Yaris,2017,Automatic,9589,Petrol,145,60.1,1.5,10999
Yaris,2019,Manual,1237,Petrol,145,47.9,1.5,10950
Yaris,2018,Automatic,8900,Hybrid,135,76.3,1.5,13790
Yaris,2015,Automatic,12458,Petrol,30,58.0,1.3,9495
Yaris,2014,Manual,58499,Petrol,125,52.3,1.3,6995
Yaris,2018,Manual,8109,Petrol,145,47.1,1.5,11000
Yaris,2019,Manual,1769,Petrol,145,47.9,1.5,11990
Yaris,2014,Manual,28736,Petrol,30,58.0,1.3,7395
Yaris,2015,Automatic,44415,Hybrid,0,78.0,1.5,9695
Yaris,2016,Manual,38567,Petrol,30,58.0,1.3,7449
Yaris,2017,Manual,15929,Petrol,30,55.0,1.3,10290
Yaris,2018,Manual,14964,Petrol,145,58.9,1.5,10890
Yaris,2020,Manual,2114,Petrol,145,47.9,1.5,13990
Yaris,2018,Manual,14022,Petrol,150,47.1,1.5,11000
Yaris,2015,Manual,44052,Petrol,30,55.0,1.3,7298
Yaris,2019,Manual,5336,Petrol,150,47.9,1.5,11498
Yaris,2018,Manual,70167,Petrol,145,58.9,1.5,7600
Yaris,2019,Manual,2557,Petrol,145,47.9,1.5,12990
Yaris,2017,Manual,31413,Petrol,145,58.9,1.5,9150
Yaris,2017,Automatic,7962,Hybrid,0,86.0,1.5,14500
Yaris,2017,Automatic,24198,Hybrid,0,78.0,1.5,14000
Yaris,2014,Manual,24379,Petrol,30,55.0,1.3,7449
Yaris,2016,Automatic,20675,Hybrid,0,86.0,1.5,11498
Yaris,2016,Automatic,23058,Hybrid,0,86.0,1.5,11698
Yaris,2017,Manual,25775,Petrol,30,58.0,1.3,8298
Yaris,2017,Automatic,49039,Hybrid,135,76.3,1.5,11300
Yaris,2017,Automatic,10236,Hybrid,0,86.0,1.5,13800
Yaris,2018,Manual,9012,Petrol,145,56.5,1.5,9999
Yaris,2018,Manual,6432,Petrol,145,58.9,1.5,10499
Yaris,2014,Automatic,47511,Hybrid,0,80.7,1.5,9387
Yaris,2016,Manual,21020,Petrol,30,58.0,1.3,7970
Yaris,2016,Manual,21056,Petrol,30,55.0,1.3,8599
Yaris,2015,Automatic,58856,Hybrid,0,78.0,1.5,10600
Yaris,2015,Automatic,28604,Petrol,30,58.0,1.3,8700
Yaris,2015,Manual,33673,Petrol,30,58.0,1.3,6390
Yaris,2019,Manual,2796,Petrol,145,47.9,1.5,13102
Yaris,2017,Manual,18569,Petrol,30,58.0,1.3,8995
Yaris,2016,Manual,14704,Petrol,30,58.0,1.3,8995
Yaris,2019,Manual,5408,Petrol,145,47.9,1.5,12290
Yaris,2019,Manual,6365,Petrol,145,47.9,1.5,11661
Yaris,2019,Manual,4773,Petrol,145,47.9,1.5,12329
Yaris,2019,Manual,6165,Petrol,145,47.9,1.5,12245
Yaris,2019,Manual,5254,Petrol,145,47.9,1.5,12771
Yaris,2019,Manual,6766,Petrol,145,47.9,1.5,10300
Yaris,2019,Manual,3819,Petrol,145,47.9,1.5,12476
Yaris,2017,Automatic,15441,Petrol,145,60.1,1.5,10981
Yaris,2019,Automatic,6986,Hybrid,135,76.3,1.5,13690
Yaris,2017,Automatic,28993,Petrol,30,58.0,1.3,10612
Yaris,2016,Automatic,25683,Hybrid,0,78.0,1.5,11284
Yaris,2019,Manual,5088,Petrol,145,47.9,1.5,12058
Yaris,2019,Manual,5607,Petrol,145,47.9,1.5,10300
Yaris,2018,Manual,8461,Petrol,145,58.9,1.5,10460
Yaris,2018,Manual,18848,Petrol,145,58.9,1.5,9940
Yaris,2019,Manual,4967,Petrol,145,47.9,1.5,11923
Yaris,2017,Automatic,2563,Hybrid,0,86.0,1.5,13256
Yaris,2019,Automatic,3768,Hybrid,135,76.3,1.5,13810
Yaris,2019,Automatic,7161,Hybrid,135,76.3,1.5,13640
Yaris,2019,Automatic,7011,Hybrid,135,76.3,1.5,13690
Yaris,2019,Automatic,6026,Hybrid,135,76.3,1.5,13690
Yaris,2019,Automatic,2326,Hybrid,135,76.3,1.5,13850
Yaris,2018,Manual,79032,Petrol,145,56.5,1.5,10298
Yaris,2017,Automatic,7768,Hybrid,140,76.3,1.5,12998
Yaris,2015,Manual,25132,Petrol,0,66.0,1.0,7392
Yaris,2017,Manual,29271,Petrol,30,58.0,1.3,8499
Yaris,2019,Manual,4689,Petrol,145,47.9,1.5,12863
Yaris,2019,Manual,3900,Petrol,145,47.9,1.5,12933
Yaris,2015,Manual,34934,Petrol,30,58.0,1.3,7051
Yaris,2019,Manual,3986,Petrol,145,47.9,1.5,12436
Yaris,2019,Manual,4034,Petrol,145,47.9,1.5,12436
Yaris,2014,Manual,25324,Petrol,125,51.4,1.3,7191
Yaris,2019,Manual,6772,Petrol,145,47.9,1.5,11892
Yaris,2017,Automatic,50556,Hybrid,0,86.0,1.5,10732
Yaris,2018,Automatic,27722,Petrol,145,60.1,1.5,10992
Yaris,2018,Automatic,16000,Hybrid,135,76.3,1.5,13422
Yaris,2016,Manual,23615,Petrol,30,58.0,1.3,8490
Yaris,2019,Manual,18325,Petrol,145,47.9,1.5,10512
Yaris,2019,Manual,5069,Petrol,145,47.9,1.5,11330
Yaris,2017,Automatic,11299,Hybrid,0,86.0,1.5,12000
Yaris,2018,Manual,6000,Petrol,150,58.9,1.5,10991
Yaris,2019,Manual,6065,Petrol,145,47.9,1.5,11280
Yaris,2019,Manual,5395,Petrol,145,47.9,1.5,11992
Yaris,2019,Manual,3797,Petrol,145,47.9,1.5,11330
Yaris,2018,Manual,14606,Petrol,145,56.5,1.5,10992
Yaris,2019,Manual,7403,Petrol,145,47.9,1.5,12252
Yaris,2016,Automatic,17412,Hybrid,0,78.0,1.5,12750
Yaris,2015,Manual,41652,Petrol,30,58.0,1.3,7000
Yaris,2020,Manual,3836,Petrol,150,47.9,1.5,14991
Yaris,2018,Manual,11231,Petrol,150,58.9,1.5,11171
Yaris,2019,Manual,5800,Petrol,145,47.9,1.5,12803
Yaris,2019,Manual,3693,Petrol,145,47.9,1.5,12933
Yaris,2017,Automatic,30987,Hybrid,135,86.0,1.5,11698
Yaris,2014,Manual,3851,Petrol,125,52.3,1.3,7495
Yaris,2016,Manual,44214,Petrol,30,58.0,1.3,7995
Yaris,2017,Automatic,24499,Petrol,145,60.1,1.5,10975
Yaris,2017,Manual,25000,Petrol,145,56.5,1.5,9169
Yaris,2019,Manual,3902,Petrol,145,47.9,1.5,11986
Yaris,2019,Manual,4604,Petrol,145,47.9,1.5,12239
Yaris,2019,Manual,8065,Petrol,145,47.9,1.5,11895
Yaris,2017,Manual,9480,Petrol,30,55.0,1.3,10498
Yaris,2019,Manual,2761,Petrol,145,47.9,1.5,12096
Yaris,2019,Manual,5937,Petrol,145,47.9,1.5,13192
Yaris,2018,Manual,15436,Petrol,150,56.5,1.5,11494
Yaris,2018,Manual,27365,Petrol,145,58.9,1.5,10291
Yaris,2019,Manual,5797,Petrol,150,47.9,1.5,12022
Yaris,2019,Manual,3711,Petrol,145,47.9,1.5,12933
Yaris,2019,Manual,2812,Petrol,145,47.9,1.5,13102
Yaris,2019,Automatic,6525,Hybrid,135,76.3,1.5,13810
Yaris,2015,Automatic,34727,Hybrid,0,78.0,1.5,10493
Yaris,2019,Manual,604,Petrol,145,47.9,1.5,13191
Yaris,2019,Manual,2286,Petrol,145,47.9,1.5,10920
Yaris,2017,Automatic,5938,Petrol,30,58.0,1.3,11695
Yaris,2019,Manual,10181,Petrol,145,47.9,1.5,12295
Yaris,2017,Manual,12860,Petrol,145,56.5,1.5,11495
Yaris,2016,Automatic,16333,Hybrid,0,78.0,1.5,11677
Yaris,2017,Manual,6692,Petrol,30,55.0,1.3,10498
Yaris,2017,Manual,21692,Petrol,30,58.0,1.3,8888
Yaris,2019,Manual,3942,Petrol,145,47.9,1.5,12495
Yaris,2017,Manual,11455,Petrol,30,58.0,1.3,10495
Yaris,2018,Automatic,2696,Petrol,145,60.1,1.5,13245
Yaris,2016,Manual,11433,Petrol,30,58.0,1.3,8993
Yaris,2016,Manual,7380,Petrol,30,55.0,1.3,9898
Yaris,2017,Manual,28977,Petrol,30,55.0,1.3,9491
Yaris,2016,Manual,20305,Petrol,30,58.0,1.3,8995
Yaris,2019,Manual,1225,Petrol,145,47.9,1.5,16995
Yaris,2018,Manual,35657,Petrol,145,58.9,1.5,9795
Yaris,2018,Manual,9245,Petrol,145,47.1,1.5,11250
Yaris,2018,Automatic,15413,Petrol,145,60.1,1.5,13499
Yaris,2016,Automatic,14107,Hybrid,0,78.5,1.5,13950
Yaris,2016,Manual,18505,Petrol,30,55.0,1.3,9999
Yaris,2018,Manual,35754,Petrol,145,58.9,1.5,10499
Yaris,2015,Manual,43455,Petrol,30,58.0,1.3,7750
Yaris,2017,Manual,34500,Petrol,150,58.9,1.5,10000
Yaris,2017,Automatic,25575,Hybrid,0,78.0,1.5,14500
Yaris,2015,Manual,30421,Petrol,30,55.0,1.3,7920
Yaris,2017,Manual,15717,Petrol,145,58.9,1.5,9999
Yaris,2015,Manual,16696,Petrol,30,58.0,1.3,8499
Yaris,2016,Automatic,29984,Petrol,30,55.0,1.3,10999
Yaris,2016,Manual,4000,Petrol,30,58.0,1.3,8250
Yaris,2016,Manual,17500,Petrol,30,58.0,1.3,8795
Yaris,2015,Automatic,69775,Hybrid,0,78.0,1.5,8999
Yaris,2017,Automatic,8770,Hybrid,140,76.3,1.5,12998
Yaris,2015,Manual,28023,Petrol,30,55.0,1.3,7780
Yaris,2015,Automatic,36000,Hybrid,0,86.0,1.5,9995
Yaris,2014,Automatic,36001,Hybrid,0,76.3,1.5,9999
Yaris,2017,Automatic,20413,Hybrid,135,67.3,1.5,14500
Yaris,2019,Manual,1114,Petrol,145,47.9,1.5,14999
Yaris,2019,Manual,9977,Petrol,145,47.9,1.5,12999
Yaris,2017,Manual,21808,Petrol,30,55.0,1.3,10999
Yaris,2018,Manual,7294,Petrol,145,58.9,1.5,10645
Yaris,2017,Manual,46769,Petrol,145,58.9,1.5,8995
Yaris,2018,Manual,5850,Petrol,145,58.9,1.5,11795
Yaris,2019,Manual,1378,Petrol,145,47.9,1.5,12995
Yaris,2019,Automatic,3056,Hybrid,140,76.3,1.5,16500
Yaris,2018,Automatic,5000,Hybrid,135,76.3,1.5,13999
Yaris,2020,Automatic,1127,Petrol,145,47.9,1.5,17995
Yaris,2019,Manual,2591,Petrol,145,47.9,1.5,12500
Yaris,2016,Automatic,12457,Hybrid,0,78.0,1.5,14995
Yaris,2018,Manual,13500,Petrol,150,47.1,1.5,10995
Yaris,2018,Manual,20560,Petrol,145,58.9,1.5,9611
Yaris,2018,Manual,11823,Petrol,145,58.9,1.5,11495
Yaris,2017,Manual,25847,Petrol,145,58.9,1.5,9441
Yaris,2014,Manual,15781,Petrol,30,58.0,1.3,7348
Yaris,2018,Manual,7835,Petrol,145,56.5,1.5,10995
Yaris,2017,Automatic,6301,Hybrid,0,78.0,1.5,13330
Yaris,2014,Manual,47481,Diesel,0,72.4,1.4,6100
Yaris,2017,Manual,27450,Petrol,150,58.9,1.5,9350
Yaris,2016,Manual,24123,Petrol,30,55.0,1.3,9660
Yaris,2019,Automatic,8500,Petrol,145,47.9,1.5,12795
Yaris,2018,Manual,10095,Petrol,145,56.5,1.5,12000
Yaris,2017,Manual,6610,Petrol,145,56.5,1.5,10499
Yaris,2017,Automatic,3316,Hybrid,0,78.0,1.5,14999
Yaris,2019,Manual,3578,Petrol,145,47.9,1.5,12490
Yaris,2017,Manual,6677,Petrol,150,56.5,1.5,11250
Yaris,2017,Manual,19923,Petrol,30,55.0,1.3,9599
Yaris,2019,Manual,5111,Petrol,145,47.9,1.5,12990
Yaris,2017,Manual,12480,Petrol,30,55.0,1.3,10990
Yaris,2016,Manual,39845,Petrol,0,66.0,1.0,5990
Yaris,2018,Manual,43825,Petrol,145,58.9,1.5,9290
Yaris,2019,Manual,1500,Petrol,145,47.9,1.5,14990
Yaris,2017,Manual,36512,Petrol,150,58.9,1.5,8490
Yaris,2019,Manual,9613,Petrol,145,47.9,1.5,11700
Yaris,2018,Manual,11775,Petrol,145,47.1,1.5,12990
Yaris,2017,Manual,8958,Petrol,145,56.5,1.5,11490
Yaris,2016,Manual,28594,Petrol,30,58.0,1.3,8190
Yaris,2017,Manual,58000,Petrol,30,58.0,1.3,6995
Yaris,2017,Manual,7714,Petrol,30,58.0,1.3,9995
Yaris,2017,Manual,22640,Petrol,30,58.0,1.3,8995
Yaris,2017,Manual,15052,Petrol,30,55.0,1.3,9799
Yaris,2016,Manual,40329,Diesel,20,72.4,1.4,7499
Yaris,2017,Manual,19029,Petrol,30,55.0,1.3,10990
Yaris,2014,Automatic,51275,Hybrid,0,80.7,1.5,8475
Yaris,2017,Manual,26500,Petrol,145,56.5,1.5,10395
Yaris,2018,Manual,9822,Petrol,145,47.1,1.5,10499
Yaris,2014,Automatic,21821,Hybrid,0,78.0,1.5,11490
Yaris,2016,Manual,11525,Petrol,30,58.0,1.3,9790
Yaris,2016,Automatic,14150,Petrol,30,55.0,1.3,10990
Yaris,2019,Manual,11162,Petrol,145,47.9,1.5,11495
Yaris,2018,Automatic,14188,Hybrid,135,76.3,1.5,13444
Yaris,2017,Manual,16572,Petrol,150,58.9,1.5,9990
Yaris,2017,Manual,14140,Petrol,30,58.0,1.3,9495
Yaris,2018,Manual,9400,Petrol,145,58.9,1.5,11495
Yaris,2016,Automatic,34748,Hybrid,0,78.0,1.5,11695
Yaris,2015,Manual,21041,Petrol,30,55.0,1.3,8295
Yaris,2019,Manual,2627,Petrol,145,47.9,1.5,12195
Yaris,2015,Manual,23360,Petrol,30,55.0,1.3,8200
Yaris,2019,Automatic,2251,Petrol,145,47.9,1.5,17589
Yaris,2018,Manual,11988,Petrol,145,56.5,1.5,12395
Yaris,2018,Manual,20585,Petrol,145,58.9,1.5,9750
Yaris,2016,Automatic,41080,Hybrid,0,86.0,1.5,10250
Yaris,2018,Manual,11000,Petrol,145,58.9,1.5,10395
Yaris,2018,Manual,51500,Petrol,145,58.9,1.5,8545
Yaris,2019,Manual,10995,Petrol,145,47.9,1.5,11295
Yaris,2018,Manual,13500,Petrol,150,58.9,1.5,10795
Yaris,2018,Automatic,10142,Hybrid,140,76.3,1.5,13900
Yaris,2018,Manual,23573,Petrol,150,58.9,1.5,10495
Yaris,2017,Manual,8810,Petrol,30,58.0,1.3,9789
Yaris,2019,Automatic,679,Petrol,150,47.9,1.5,13495
Yaris,2017,Manual,6000,Petrol,145,58.9,1.5,9690
Yaris,2017,Manual,16448,Petrol,0,66.0,1.0,8250
Yaris,2016,Manual,16400,Petrol,30,58.0,1.3,7800
Yaris,2015,Automatic,7929,Hybrid,0,78.0,1.5,12000
Yaris,2019,Manual,8769,Petrol,145,47.9,1.5,11595
Yaris,2018,Automatic,10137,Petrol,145,60.1,1.5,12495
Yaris,2017,Manual,20300,Petrol,30,55.0,1.3,9995
Yaris,2018,Manual,19784,Petrol,145,58.9,1.5,10595
Yaris,2016,Automatic,15226,Petrol,30,58.0,1.3,11795
Yaris,2018,Manual,8676,Petrol,150,47.1,1.5,10450
Yaris,2018,Manual,27799,Petrol,145,58.9,1.5,10995
Yaris,2016,Automatic,10924,Hybrid,0,78.0,1.5,13995
Yaris,2016,Manual,41459,Petrol,30,58.0,1.3,8995
Yaris,2015,Manual,28000,Petrol,30,58.0,1.3,6995
Yaris,2014,Manual,19000,Petrol,125,52.3,1.3,6695
Yaris,2016,Automatic,5990,Petrol,30,55.0,1.3,11215
Yaris,2017,Automatic,16998,Hybrid,0,86.0,1.5,12795
Yaris,2017,Automatic,15472,Hybrid,0,86.0,1.5,13995
Yaris,2015,Manual,46982,Petrol,30,58.0,1.3,7568
Yaris,2019,Manual,6861,Petrol,145,47.9,1.5,12250
Yaris,2014,Manual,44011,Petrol,125,52.3,1.3,6230
Yaris,2015,Automatic,42321,Hybrid,0,78.0,1.5,10395
Yaris,2016,Manual,30513,Petrol,30,58.0,1.3,8195
Yaris,2017,Automatic,16900,Hybrid,0,86.0,1.5,12495
Yaris,2016,Automatic,6880,Hybrid,0,86.0,1.5,12995
Yaris,2016,Automatic,12772,Hybrid,0,86.0,1.5,12295
Yaris,2015,Manual,20490,Petrol,30,58.0,1.3,7380
Yaris,2018,Manual,21973,Petrol,145,47.1,1.5,9650
Yaris,2018,Manual,14841,Petrol,145,47.1,1.5,10295
Yaris,2017,Manual,11373,Petrol,30,58.0,1.3,9495
Yaris,2016,Manual,18284,Petrol,30,58.0,1.3,8808
Yaris,2016,Automatic,13849,Hybrid,0,86.0,1.5,12295
Yaris,2016,Automatic,11200,Petrol,30,55.0,1.3,10995
Yaris,2016,Manual,23877,Petrol,30,55.0,1.3,9795
Yaris,2017,Automatic,18500,Hybrid,0,78.0,1.5,14295
Yaris,2015,Automatic,35013,Petrol,30,58.0,1.3,8695
Yaris,2014,Semi-Auto,41013,Petrol,30,55.4,1.3,7995
Yaris,2016,Manual,29000,Petrol,30,58.0,1.3,7795
Yaris,2016,Automatic,25000,Hybrid,0,78.0,1.5,11795
Yaris,2017,Manual,26165,Petrol,145,58.9,1.5,10995
Yaris,2017,Manual,13252,Petrol,145,56.5,1.5,11195
Yaris,2019,Manual,9816,Petrol,145,47.9,1.5,12295
Yaris,2019,Manual,9473,Petrol,145,47.9,1.5,12495
Yaris,2019,Manual,9347,Petrol,145,47.9,1.5,12495
Yaris,2015,Manual,21063,Petrol,0,66.0,1.0,7495
Yaris,2017,Manual,21506,Petrol,30,58.0,1.3,9290
Yaris,2018,Automatic,8996,Hybrid,135,76.3,1.5,13290
Yaris,2016,Manual,33965,Petrol,30,55.0,1.3,9290
Yaris,2016,Automatic,25596,Hybrid,0,78.0,1.5,12000
Yaris,2018,Automatic,11883,Hybrid,140,76.3,1.5,14495
Yaris,2019,Automatic,5896,Petrol,145,47.9,1.5,14290
Yaris,2017,Manual,14702,Petrol,145,58.9,1.5,10000
Yaris,2018,Manual,32996,Petrol,145,47.1,1.5,10000
Yaris,2017,Manual,10000,Petrol,145,56.5,1.5,11650
Yaris,2019,Manual,4986,Petrol,145,47.9,1.5,12200
Yaris,2018,Manual,31922,Petrol,145,58.9,1.5,10000
Yaris,2017,Manual,14361,Petrol,145,58.9,1.5,10590
Yaris,2017,Manual,17109,Petrol,30,58.0,1.3,9000
Yaris,2018,Automatic,12996,Hybrid,135,76.3,1.5,13790
Yaris,2015,Automatic,32000,Hybrid,0,86.0,1.5,10490
Yaris,2017,Manual,5196,Petrol,150,58.9,1.5,10690
Yaris,2018,Automatic,30000,Hybrid,140,67.3,1.5,13200
